drug,gene_drug,indirect_gene,risk_gene,polypeptide,gene_description,action,specific_function,toxicity,categories,xgb_importance,xgb_absolute_importance,rf_importance,univariate_hr,multivariate_hr
MELATONIN,MELATONIN,MTNR1A,FAT1,Melatonin receptor type 1A,Melatonin receptor type 1A,agonist,G protein-coupled receptor activity,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,MTNR1A,GNB4,Melatonin receptor type 1A,Melatonin receptor type 1A,agonist,G protein-coupled receptor activity,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,CALR,ADIPOQ,Calreticulin,Calreticulin,,calcium ion binding,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,CALR,DNAJB11,Calreticulin,Calreticulin,,calcium ion binding,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,ESR1,HRAS,Estrogen receptor,Estrogen receptor,antagonist,14-3-3 protein binding,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,ESR1,PIK3CA,Estrogen receptor,Estrogen receptor,antagonist,14-3-3 protein binding,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
MELATONIN,MELATONIN,ESR1,TP53,Estrogen receptor,Estrogen receptor,antagonist,14-3-3 protein binding,"<p>Generally well-tolerated when taken orally. The most common side effects, day-time drowsiness, headache and dizziness, appear to occur at the same frequency as with placebo. Other reported side effects include transient depressive symptoms, mild tremor, mild anxiety, abdominal cramps, irritability, reduced alertness, confusion, nausea, vomiting, and hypotension. Safety in Adults: Evidence indicates that it is likely safe to use in oral and parenteral forms for up to two months when used appropriately. Some evidence indicates that it can be safely used orally for up to 9 months in some patients. It is also likely safe to use topically when used appropriately. Safety in Children: Melatonin appeared to be used safely in small numbers of children enrolled in short-term clinical trials. However, concerns regarding safety in children have arisen based on their developmental state. Compared to adults over 20 years of age, people under 20 produce high levels of melatonin. Melatonin levels are inversely related to gonadal development and it is thought that exogenous administration of melatonin may adversely affect gonadal development. Safety during Pregnancy: High doses of melatonin administered orally or parenterally may inhibit ovulation. Not advised for use in individuals who are pregnant or trying to become pregnant. Safety during Lactation: Not recommended as safety has not be established.</p>
<p>Oral, rat: LD<sub>50</sub> &ge;3200 mg/kg</p>
","Amines, Antioxidants, Biogenic Amines, Biogenic Monoamines, Biological Factors, Central Nervous System Agents, Central Nervous System Depressants, Compounds used in a research, industrial, or household setting, Cytochrome P-450 CYP1A2 Substrates, Cytochrome P-450 CYP2C19 Substrates, Cytochrome P-450 CYP2C9 Substrates, Cytochrome P-450 Substrates, Heterocyclic Compounds, Fused-Ring, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hypnotics and Sedatives, Indoles, Melatonin Receptor Agonists, Melatonin, agonists, Nervous System, OAT3/SLC22A8 Inhibitors, Protective Agents, Psycholeptics, Tryptamines",0.010571836,0.010571836,0.0029964565539177,0.907962190722361,0.9768985588332466
PREDNISONE,PREDNISONE,NR3C1,TP53,Glucocorticoid receptor,Glucocorticoid receptor,agonist,core promoter sequence-specific DNA binding,"Data regarding acute overdoses of prednisone are rare but prolonged high doses of prednisone can lead to a higher incidence and severity of adverse effects such as mental symptoms, moon face, abnormal fat deposits, fluid retention, excessive appetite, weight gain, hypertrichosis, acne, striae, ecchymosis, increased sweating, pigmentation, dry scaly skin, thinning scalp hair, increased blood pressure, tachycardia, thrombophlebitis, decreased resistance to infection, negative nitrogen balance with delayed bone and wound healing, headache, weakness, menstrual disorders, accentuated menopausal symptoms, neuropathy, fractures, osteoporosis, peptic ulcer, decreased glucose tolerance, hypokalemia, and adrenal insufficiency.[L10502]","Adrenal Cortex Hormones, Adrenals, Alimentary Tract and Metabolism, Anti-Inflammatory Agents, Antidiarrheals, Intestinal Antiinflammatory/antiinfective Agents, Antineoplastic Agents, Antineoplastic Agents, Hormonal, Corticosteroid Hormone Receptor Agonists, Corticosteroids, Corticosteroids Acting Locally, Corticosteroids for Systemic Use, Corticosteroids for Systemic Use, Plain, Cytochrome P-450 CYP2A6 Inducers, Cytochrome P-450 CYP2B6 Inducers, Cytochrome P-450 CYP2B6 Inducers (strength unknown), Cytochrome P-450 CYP2C19 Inducers, Cytochrome P-450 CYP2C19 Inducers (strength unknown), Cytochrome P-450 CYP2C8 Inducers, Cytochrome P-450 CYP2C8 Inducers (strength unknown), Cytochrome P-450 CYP2C9 Inducers, Cytochrome P-450 CYP2C9 Inducers (strength unknown), Cytochrome P-450 CYP3A Inducers, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Inducers, Cytochrome P-450 CYP3A4 Inducers (strength unknown), Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 CYP3A5 Inducers, Cytochrome P-450 CYP3A5 Inducers (strength unknown), Cytochrome P-450 Enzyme Inducers, Cytochrome P-450 Substrates, Drugs that are Mainly Renally Excreted, Fused-Ring Compounds, Glucocorticoids, Hormones, Hormones, Hormone Substitutes, and Hormone Antagonists, Hyperglycemia-Associated Agents, Immunosuppressive Agents, Intestinal Antiinflammatory Agents, P-glycoprotein inducers, P-glycoprotein inhibitors, P-glycoprotein substrates, Prednisolone and Prodrugs, Pregnadienediols, Pregnadienes, Pregnanes, Steroids, Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins, Thyroxine-binding globulin inhibitors",0.009975646,0.009975646,0.0032170070012107,0.8920306215608245,1.0507694726582275
TRAMADOL,TRAMADOL,TRPV1,KNG1,Transient receptor potential cation channel subfamily V member 1,Transient receptor potential cation channel subfamily V member 1,agonist,ATP binding,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,OPRM1,GNB4,Mu-type opioid receptor,Mu-type opioid receptor,agonist,beta-endorphin receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,OPRM1,SST,Mu-type opioid receptor,Mu-type opioid receptor,agonist,beta-endorphin receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,OPRD1,KNG1,Delta-type opioid receptor,Delta-type opioid receptor,agonist,G protein-coupled enkephalin receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,TACR1,SST,Substance-P receptor,Substance-P receptor,inhibitor,substance P receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,CHRM3,KNG1,Muscarinic acetylcholine receptor M3,Muscarinic acetylcholine receptor M3,antagonist,acetylcholine binding,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,CHRM1,KNG1,Muscarinic acetylcholine receptor M1,Muscarinic acetylcholine receptor M1,antagonist,G protein-coupled acetylcholine receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
TRAMADOL,TRAMADOL,CHRM1,SST,Muscarinic acetylcholine receptor M1,Muscarinic acetylcholine receptor M1,antagonist,G protein-coupled acetylcholine receptor activity,"The reported LD50 for tramadol, when administered orally in mice, is 350 mg/kg.[A174010] 

In carcinogenic studies, there are reports of murine tumors which cannot be concluded to be carcinogenic in humans. On the other hand, tramadol showed no evidence to be mutagenic in different assays and does not have effects on fertility. However, there are clear reports of embryotoxicity and fetotoxicity.[L9257,F4679]","Agents producing tachycardia, Agents that reduce seizure threshold, Alcohols, Amines, Analgesics, Anticholinergic Agents, Antidepressive Agents, Central Nervous System Agents, Central Nervous System Depressants, Combined Inhibitors of Serotonin/Norepinephrine Reuptake, Cyclohexanes, Cyclohexanols, Cycloparaffins, Cytochrome P-450 CYP2B6 Substrates, Cytochrome P-450 CYP2D6 Substrates, Cytochrome P-450 CYP3A Substrates, Cytochrome P-450 CYP3A4 Substrates, Cytochrome P-450 Substrates, Dimethylamines, Drugs that are Mainly Renally Excreted, Muscarinic Antagonists, Narcotics, Nervous System, NMDA Receptor Antagonists, Opiate Agonists, Opioid Agonist, Opioids, Peripheral Nervous System Agents, Sensory System Agents, Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome, Serotonin 5-HT2 Receptor Antagonists, Serotonin 5-HT2C Receptor Antagonists, Serotonin Agents, Serotonin Modulators, Serotonin Receptor Antagonists, UGT1A1 Substrates",0.009751712,0.009751712,0.0021334963984832,0.8876230464258011,1.031872170932833
